Timestamp,Alipur_Max_AQI,Anand_Vihar_Max_AQI,Ashok_Vihar_Max_AQI,Aya_Nagar_Max_AQI,Bawana_Max_AQI,DrKarni_Max_AQI,DTU_Max_AQI,CRRI_Max_AQI,Chandni_Max_AQI,Burari_Max_AQI,Dwarka-Sector_8_Max_AQI,IGI_Airport_(T3)_Max_AQI,ITO_Max_AQI,Jahangirpuri_Max_AQI,Jawaharlal_Nehru_Stadium_Max_AQI,NSIT_Max_AQI,Najafgarh_Max_AQI,Narela_Max_AQI,NehruNagar_Max_AQI,NorthCampus_Max_AQI,Rohini_Delhi_Max_AQI,Shadipur_Delhi_Max_AQI,Sirifort_Delhi_Max_AQI,Sonia_Vihar_Delhi_Max_AQI,Wazipur_Delhi_Max_AQI,LodhaRoad(IITM)_Max_AQI,LodhaRoad(IMD)_Max_AQI,MajorDhyanChandStd_Max_AQI,Mundka_Max_AQI
07-01-2017 01:00,,251.709009,,,,,202.4864865,,,,,,199.6643836,,,,,,,,,175.2056902,228.7774775,,,,,,
07-01-2017 02:00,,258.972973,,,,,202.4864865,,,,,,195.0173867,,,,,,,,,163.0667018,235.2684685,,,,,,
07-01-2017 03:00,,251.045045,,,,,202.4864865,,,,,,192.9520548,,,,,,,,,168.658588,231.4234234,,,,,,
07-01-2017 04:00,,226.2702703,,,,,196.1791359,,,,,,189.4668072,,,,,,,,,175.061117,215.2207207,,,,,,
07-01-2017 05:00,,186.9729189,,,,,195.662803,,,,,,171.524236,,,,,,,,,160.1390938,196.024236,,,,,,
07-01-2017 06:00,,183.7871444,,,,,195.662803,,,,,,164.9409905,,,,,,,,,162.2147524,184.5358272,,,,,,
07-01-2017 07:00,,176.9044257,,,,,195.662803,,,,,,158.357745,,,,,,,,,163.9083246,171.0595364,,,,,,
07-01-2017 08:00,,167.610432,,,,,158.4868282,,,,,,159.9067439,,,,,,,,,159.9015806,161.9978925,,,,,,
07-01-2017 09:00,,167.6930453,,,,,154.3561644,,,,,,159.390411,,,,,,,,,136.1371859,162.2302424,,,,,,
07-01-2017 10:00,,183.5289779,,,,,154.3561644,,,,,,164.8119073,,,,,,,,,154.9344573,169.7170706,,,,,,
07-01-2017 11:00,,174.6635406,,,,,154.3561644,,,,,,168.5553214,,,,,,,,,151.7744995,177.9164384,,,,,,
07-01-2017 12:00,,175.6962065,,,,,139.1658291,,,,,,172.2987355,,,,,,,,,115.4045226,179.5790306,,,,,,
07-01-2017 13:00,,180.0850369,,,,,136.7035176,,,,,,175.1385669,,,,,,,,,168.7205479,173.6308746,,,,,,
07-01-2017 14:00,,199.7934668,,,,,136.7035176,,,,,,176.6875659,,,,,,,,,165.2869336,184.6029505,,,,,,
07-01-2017 15:00,,220.6513514,,,,,136.7035176,,,,,,186.239726,,,,,,,,,167.6362487,206.6981982,,,,,,
07-01-2017 16:00,,222.8018018,,,,,154.8724974,,,,,,189.8540569,,,,,,,,,174.028451,225.7747748,,,,,,
07-01-2017 17:00,,226.9342342,,,,,155.3888303,,,,,,192.0484721,,,,,,,,,181.9283456,228.0540541,,,,,,
07-01-2017 18:00,,233.0387387,,,,,155.3888303,,,,,,195.14647,,,,,,,,,187.5202318,266.5540541,,,,,,
07-01-2017 19:00,,217.8468468,,,,,155.3888303,,,,,,202.2387387,,,,,,,,,185.0934668,236.3486486,,,,,,
07-01-2017 20:00,,194.5423604,,,,,157.4541623,,,,,,196.5663857,,,,,,,,,186.7922023,207.7882883,,,,,,
07-01-2017 21:00,,181.2932561,,,,,157.9704953,,,,,,196.6954689,,,,,,,,,187.9178082,218.3423423,,,,,,
07-01-2017 22:00,,181.8922023,,,,,157.9704953,,,,,,188.5632244,,,,,,,,,197.0155954,195.4562698,,,,,,
07-01-2017 23:00,,183.7871444,,,,,157.9704953,,,,,,186.756059,,,,,,,,,179.6977871,194.5165437,,,,,,
08-01-2017 00:00,,188.5219178,,,,,178.1074816,,,,,,189.0795574,,,,,,,,,175.7839831,192.5131718,,,,,,
08-01-2017 01:00,,188.6923077,,,,,180.1728135,,,,,,180.3018967,,,,,,,,,181.3913593,190.0192835,,,,,,
08-01-2017 02:00,,203.6459459,,,,,180.1728135,,,,,,178.1074816,,,,,,,,,173.8477345,179.852687,,,,,,
08-01-2017 03:00,,205.1324324,,,,,180.1728135,,,,,,173.7186512,,,,,,,,,168.2816649,174.529294,,,,,,
08-01-2017 04:00,,175.8717597,,,,,260.954955,,,,,,170.8788198,,,,,,,,,168.6017914,176.1712329,,,,,,
08-01-2017 05:00,,167.4348788,,,,,270.8648649,,,,,,163.2629083,,,,,,,,,159.1219178,173.8993678,,,,,,
08-01-2017 06:00,,181.4636459,,,,,270.8648649,,,,,,173.589568,,,,,,,,,167.7498419,171.9114858,,,,,,
08-01-2017 07:00,,182.9248683,,,,,270.8648649,,,,,,181.8508957,,,,,,,,,168.5036881,182.4601686,,,,,,
